State,Year,(R01) Total Revenue,(R02) Total Rev-Own Sources,(R03) General Revenue,(R04) Gen Rev-Own Sources,(R05) Total Taxes,(E001) Total Expenditure,(E002) Total IG Expenditure,(E003) Direct Expenditure,(E024) Total Educ-Direct Exp,(E025) Total Educ-Cur Oper,(E026) Total Educ-Cap Outlay,(E027) Elem Educ-Direct Exp,(E028) Elem Educ-Current Oper (E12),(E029) Elem Educ-Cap Outlay,(E030) Total High Ed-Dir Exp,(E031) Total High Ed-Cur Oper,(E032) High Ed-Aux-Cur Oper (E16),(E033) High Ed-NEC-Cur Oper (E18),(E034) Total High Ed-Cap Out,(E035) Total Other Education,(E036) Educational Assistance (E19),(E037) Educ-NEC-Direct Expend,(E038) Educ-NEC-Current Oper (E21),(E039) Educ-NEC-Cap Outlay,(E052) Health & Hosp-Dir Exp,(E053) Health & Hosp-Cur Oper,(E054) Health & Hosp-Cap Out,(E055) Health-Direct Expend,(E056) Health-Current Oper (E32),(E057) Health-Capital Outlay,(E058) Total Hospital-Dir Exp,(E059) Total Hospital-Cur Op,(E060) Total Hospital-Cap Out,(E061) Own Hospital-Total Exp,(E062) Own Hospital-Cur Oper (E36),(E063) Own Hospital-Cap Out,(E064) Hosp-Other-Direct Exp,(E074) Hous & Com-Direct Exp,(E075) Hous & Com-Cur Oper (E50),(E076) Hous & Com-Cap Outlay,(E090) Public Welf-Direct Exp,(E091) Public Welf-Cur Oper,(E092) Public Welf-Cash Asst,(E093) Welf-Categ-Cash Assist (E67),(E094) Welf-Cash-Cash Assist (E68),(E095) Public Welf-Cap Outlay
Illinois,2013,141612158,121106465,111708440,91202747,70546469,135366498,9106,135357392,36577076,32772729,2750462,25454925,23478461,1976464,9415068,8644697,908495,7736202,770371,1707083,1053885,653198,649571,3627,5734963,5659149,75815,2939816,2928929,10886,2795148,2730219,64928,,,,,2090369,1926856,163513,19844323,19572452,229483,219430,10053,42388
Illinois,2014,148626813,127267485,112307995,90948667,70905027,137609252,8158,137601095,37304892,33329420,2838716,25928831,23926489,2002343,9580685,8747203,913383,7833821,833481,1795376,1136755,658621,655728,2892,5724238,5630281,93957,2842809,2831536,11273,2881429,2798745,82684,,,,,2091595,1886186,205409,19445331,19174380,230192,221103,9089,40759
Illinois,2015,136793053,114303409,117149806,94660162,73838240,141989878,9430,141980448,37950445,33979915,2856433,26330079,24273128,2056951,9668060,8877494,936857,7940637,790566,1952306,1114097,838209,829293,8916,6430153,6337846,92307,3077566,3064755,12811,3352587,3273091,79496,,,,,2173243,1954311,218932,20975644,20741968,219387,211855,7532,14289
Indiana,1977,23800066,19873238,21411064,17484236,13510657,22087513,0,22087513,8892698,7834867,895654,6031023,5328271,702751,2499067,2314127,493801,1820326,184940,362609,162177,200432,192469,7963,1892639,1761721,130919,328257,312780,15477,1564383,1448940,115442,1559983,1444540,115442,4400,190341,111519,78822,1852867,1391215,446515,445232,1283,15136
Indiana,1978,24575889,20445192,22158421,18027724,13805266,21621832,8885,21612948,8669700,7709956,774820,5836595,5238763,597832,2452032,2279991,501164,1778827,172041,381074,184924,196150,191202,4948,2040193,1909510,130683,378569,372913,5656,1661624,1536597,125026,1656549,1531552,124997,5075,146652,97660,48992,1867170,1401745,450961,446799,4162,14465
Indiana,1979,24165039,20059278,21720747,17614986,13205157,22043312,7832,22035480,8664731,7836353,662541,5799258,5370446,428811,2468783,2271318,520886,1750433,197465,396690,165837,230853,194589,36264,2076004,1986454,89551,421407,417160,4247,1654597,1569294,85303,1649632,1564329,85303,4966,175944,107138,68807,1849967,1439173,402315,395338,6977,8478
Indiana,1980,22295424,18804190,19776862,16285628,11744655,22252416,8077,22244339,8399212,7423634,827644,5625714,5079838,545875,2413236,2155615,468644,1686971,257621,360263,147934,212329,188181,24148,2107984,1954073,153911,440662,424373,16289,1667323,1529700,137622,1664742,1527178,137565,2580,213189,131268,81920,1905965,1523832,362521,354766,7755,19611
Indiana,1981,23483882,19242657,20738430,16497205,11838139,23306088,8701,23297387,8629815,7614397,878371,5719781,5155529,564252,2513353,2229115,500088,1729027,284238,396681,137047,259634,229753,29881,2178942,1988359,190584,464624,446648,17976,1714319,1541711,172608,1712564,1540042,172522,1755,230196,129867,100329,2023604,1615778,385370,377316,8054,22455
Indiana,1982,23468510,19758845,20561856,16852191,11860807,22881007,10227,22870780,8719725,7605849,968223,5677449,5114525,562924,2526695,2236718,473825,1762893,289976,515582,145654,369928,254605,115323,2138758,2034141,104617,432066,427001,5065,1706692,1607140,99552,1701283,1602350,98933,5408,165281,136438,28842,2018734,1628054,380674,374062,6612,10006
Indiana,1983,24623294,20743330,21316552,17436589,11803706,23989692,10825,23978867,8552206,7635258,705371,5567463,5108504,458959,2482993,2271099,512659,1758440,211895,501750,211578,290172,255655,34517,2264802,2184128,80674,414068,408978,5090,1850734,1775150,75584,1846898,1771314,75584,3836,237640,148079,89562,2266925,1864022,394181,389665,4517,8722
Indiana,1984,26696069,22645368,23499248,19448547,13707307,24380912,14515,24366397,8856059,8006024,691789,5776392,5321634,454758,2634719,2412217,539151,1873066,222502,444949,158247,286702,272173,14529,2318800,2263339,55461,452381,447490,4891,1866419,1815849,50570,1862559,1811989,50570,3860,254409,193149,61259,2320257,1929499,377094,370887,6207,13664
Indiana,1985,28375021,24100089,24793663,20518731,14303476,25395693,18964,25376730,9060415,8225970,670267,5965656,5519868,445788,2621653,2414807,544243,1870564,206846,473107,164178,308928,291295,17633,2354167,2293001,61166,489797,484902,4895,1864370,1808098,56272,1857130,1800858,56272,7240,418732,352078,66653,2548768,2139233,398574,393298,5276,10961
Indiana,1986,29408533,24768307,25794255,21154029,14605126,26625104,27514,26597589,9732504,8785463,782377,6297834,5825257,472576,2919193,2641038,543716,2097321,278155,515477,164664,350813,319168,31645,2375373,2251895,123478,509535,503062,6473,1865838,1748833,117006,1859865,1742860,117006,5973,437705,328671,109034,2758350,2352800,390626,387250,3376,14924
Indiana,1987,30184405,25565755,26572456,21953806,15100952,28108159,31426,28076733,10493830,9503537,799519,6676502,6166020,510482,3301384,3032633,490546,2542087,268751,515944,190774,325170,304884,20286,2464881,2358874,106007,535560,526138,9422,1929320,1832736,96584,1924011,1827426,96584,5310,402153,309781,92372,2942710,2549454,377694,374376,3317,15563
Indiana,1988,30340995,25996121,26958484,22613610,16040275,28387542,34613,28352929,10748677,9621448,921948,7010240,6501483,508757,3155217,2747780,515503,2232277,407437,583220,205281,377939,372185,5754,2560787,2463282,97506,548609,539581,9028,2012178,1923700,88478,2008091,1919613,88478,4087,382154,310372,71782,2954688,2586655,353342,352444,898,14692
Indiana,1989,32817194,28400623,29257906,24841335,16942132,29798246,38794,29759451,11277995,9897767,1161318,7489382,6790281,699101,3152582,2731925,440716,2291209,420657,636031,218910,417121,375561,41560,2599667,2493891,105776,563420,548266,15154,2036247,1945625,90623,2032230,1941607,90623,4018,499968,400517,99452,3282009,2923595,351632,351611,21,6782
Indiana,1990,32946647,28418360,29734900,25206613,16399792,30462894,43365,30419529,11364410,10107647,1030989,7473650,6869173,604477,3260409,2841058,453745,2387312,419351,630351,225774,404577,397416,7161,2878211,2689214,188997,609580,600678,8902,2268632,2088537,180095,2264713,2084618,180095,3919,368969,284656,84312,3580799,3237436,335500,335478,22,7863
Indiana,1991,33664106,28776935,30017140,25129969,16977117,32328548,27528,32301020,12071403,10533387,1283809,7971021,7148010,823011,3612243,3155559,457382,2698178,456684,488138,254207,233932,229818,4114,2955388,2784596,170791,587825,578723,9101,2367563,2205873,161690,2362477,2200786,161690,5087,329525,271000,58525,4091199,3747084,339256,339237,19,4859
Indiana,1992,36197836,30546602,32310695,26659461,18017200,34347635,24178,34323457,12567522,10774141,1522071,8408186,7318227,1089959,3694228,3273331,541661,2731671,420897,465107,271309,193798,182582,11216,3302005,3103760,198245,644125,631577,12549,2657880,2472184,185696,2652198,2466502,185696,5681,395524,328491,67034,4569173,4193282,368295,368275,20,7595
Indiana,1993,37131137,30613647,33382749,26865259,18018531,35822831,28655,35794176,12266169,10704163,1280625,8074646,7201935,872711,3686661,3281404,531914,2749491,405256,504863,281381,223482,220824,2657,3323648,3095486,228161,639638,627867,11770,2684010,2467619,216391,2679511,2463120,216391,4499,613841,359649,254192,5762676,5346336,407750,407750,0,8590
Indiana,1994,39691881,32697437,35696243,28701799,19494037,37317964,22761,37295202,13015629,11466497,1273939,8601848,7720413,881435,3915706,3526263,664871,2861392,389444,498075,275192,222882,219821,3061,3508395,3215969,292427,642223,631733,10490,2866172,2584235,281937,2861633,2579697,281937,4539,558461,404146,154315,6356748,6005162,342170,342170,0,9417
Indiana,1995,39328658,33703598,35339331,29714271,19863959,36325285,22134,36303150,13246146,11589287,1398242,8760940,7775445,985495,3979601,3570086,688209,2881876,409515,505605,258618,246988,243756,3232,3522888,3346996,175892,688183,665211,22972,2834705,2681785,152920,2830291,2677371,152920,4414,538354,390412,147941,5019599,4647418,362779,362779,0,9401
Indiana,1996,38963746,33016145,34933840,28986239,19607439,36665581,29270,36636311,13918146,11806629,1832839,9013451,7903734,1109717,4348733,3630079,691584,2938496,718654,555961,278677,277284,272816,4468,3093460,2938549,154912,687245,671669,15576,2406215,2266880,139335,2401454,2262118,139335,4761,546222,364558,181665,4895738,4513745,371786,371786,0,10207
Indiana,1997,41768344,35884719,37616008,31732384,21743325,37912708,30498,37882210,14154649,12156596,1694915,9220909,8035443,1185466,4363529,3862405,803412,3058993,501123,570211,303138,267073,258747,8326,3306784,3063304,243481,681178,663017,18161,2625606,2400287,225320,2621172,2395852,225320,4435,445994,331909,114084,5023284,4897868,106275,106275,0,19140
Indiana,1998,41763234,35776066,37859231,31872063,21443370,39050604,31041,39019563,14880461,12970620,1587293,9667608,8533506,1134102,4621978,4174127,1022039,3152088,447852,590875,322548,268327,262987,5339,3351359,3153959,197400,711028,695155,15873,2640332,2458804,181527,2635965,2454438,181527,4367,484941,367168,117773,5029966,4974139,43871,43871,0,11956
Indiana,1999,43946104,37367746,39552826,32974468,22159170,42026309,30370,41995940,15206972,13231520,1625366,9897380,8717233,1180147,4668344,4230819,1005571,3225248,437525,641248,350087,291161,283467,7694,3531770,3316965,214805,745690,710913,34777,2786079,2606052,180028,2781340,2601313,180028,4739,516625,399614,117010,5539343,5480766,42921,42921,0,15656
Indiana,2000,45030463,37915832,40947284,33832653,22522712,43012517,5781,43006736,15759242,13440827,1965757,10118525,8768149,1350376,4979466,4370651,1043344,3327307,608814,661251,352658,308593,302026,6567,3583719,3387963,195756,787958,763854,24104,2795761,2624109,171653,2791177,2619524,171653,4585,657746,513288,144458,5869462,5771387,72762,72762,0,25312
Indiana,2002,45085826,36808558,42637617,34360349,22379776,47786365,0,47786365,16063551,13909291,1699163,10524636,9256514,1268123,4761546,4338273,663807,3674466,423274,777368,455098,322271,314504,7767,3789305,3581390,207915,889415,845649,43766,2899890,2735741,164149,2899883,2735733,164149,8,776632,634555,142077,6999223,6951362,29430,29428,3,18430
Indiana,2004,51527562,42318082,44901686,35692206,23432107,49495684,0,49495684,17084303,14825610,1691252,11181921,9958570,1223352,5008999,4544213,661101,3883113,464785,893383,567441,325943,322827,3115,4171209,3887178,284031,912607,890533,22074,3258602,2996645,261957,3258602,2996645,261957,0,877978,717013,160965,7203964,7189421,6836,6836,0,7708
Indiana,2005,53764925,44965087,48082894,39283056,26699849,51170948,0,51170948,17737772,15408445,1759990,11698415,10417925,1280490,5146803,4671934,698366,3973568,474869,892554,569337,323217,318586,4631,4376109,4113155,262954,923189,901771,21418,3452920,3211384,241536,,,,,928172,767644,160528,7422192,7219745,195310,147900,47411,7136
Indiana,2006,59383879,50465058,53240978,44322157,26308399,51897253,38038,51859215,17495880,15186983,1703413,11490796,10176792,1314004,5083510,4696914,689116,4007798,386596,921574,605484,316090,313277,2812,4459621,4167879,291741,871133,852872,18261,3588488,3315007,273481,,,,,966438,801351,165087,7727228,7582007,136488,136111,377,8733
Indiana,2007,56906010,47501186,48737492,39332668,24925246,53523096,0,53523096,17700047,15315534,1706238,11458710,10238983,1219727,5257467,4773712,698678,4075034,483755,983869,678274,305595,302839,2756,4240736,4035050,205685,867986,853496,14489,3372750,3181554,191196,,,,,741549,698226,43323,8190634,8051057,128991,116821,12170,10585
Indiana,2008,51684473,42248817,49330059,39894403,26015886,53779468,0,53779468,16973994,14747307,1565887,10660791,9623832,1036960,5382591,4855610,650286,4205324,526981,930612,660800,269811,267865,1946,4220648,3963368,257280,890497,873689,16808,3330151,3089679,240473,,,,,733253,694778,38475,9191407,9011000,167162,155238,11924,13244
Indiana,2009,51535948,40785182,51418764,40667998,26573328,56905738,16544,56889194,17858541,15321184,1803900,10922833,9929122,993711,5923010,5115606,693110,4422496,807404,1012698,733457,279241,276456,2785,4739906,4428713,311193,893851,883380,10471,3846055,3545333,300722,,,,,765217,683133,82084,8706326,8538194,161061,155314,5747,7071
Indiana,2010,59567844,47804296,50863862,39100314,25383310,57877299,34464,57842835,17990883,15474205,1752825,10994261,9986185,1008077,5919497,5178048,816641,4361407,741449,1077125,763853,313272,309972,3300,4659062,4367704,291358,838126,824085,14041,3820936,3543619,277317,,,,,935220,856846,78374,8892703,8680076,202995,103953,99042,9632
Indiana,2011,60171504,48056988,50068415,37953899,24417866,55613623,31787,55581836,17143770,14799691,1542234,10260844,9372394,888450,5819193,5167579,799799,4367780,651613,1063733,801845,261888,259718,2171,4589117,4247427,341690,926189,802431,123759,3662928,3444996,217931,,,,,1237003,1157316,79687,8938964,8710586,223491,83482,140009,4887
Indiana,2012,55474315,43999131,49343105,37867920,25318462,54177357,29116,54148241,17459738,15008020,1580883,10129528,9202207,927321,6215303,5562787,760146,4802641,652516,1114907,870835,244072,243026,1046,4530270,4151267,379003,920289,741030,179259,3609981,3410237,199744,,,,,1146607,1097827,48780,8872627,8688140,178360,47281,131079,6127
Indiana,2013,57007922,45042634,49980230,38014942,25282173,53777937,25244,53752693,16870846,14458107,1574450,9773297,8895686,877611,5987482,5292141,775110,4517031,695341,1110067,838290,271777,270280,1498,4815687,4347383,468304,944451,663108,281343,3871236,3684275,186961,,,,,842123,801420,40703,10951949,10783456,160511,30582,129930,7982
Indiana,2014,58235490,46838120,49293607,37896237,24756315,53688972,3662,53685310,16591899,14314086,1391553,9632920,8741940,890980,5815121,5316327,774792,4541535,498794,1143857,886260,257597,255819,1778,5854957,4699570,1155388,949887,681640,268247,4905070,4017930,887141,,,,,800814,753436,47378,10627270,10465433,151720,24641,127079,10117
Indiana,2015,57629439,45658226,51767017,39795804,25388748,54844712,3289,54841423,16795438,14341789,1523896,9764209,8815851,948358,5862727,5289927,819539,4470388,572800,1168502,929753,238749,236011,2738,5687050,5421697,265353,779478,756326,23152,4907572,4665371,242201,,,,,792401,730137,62264,11518103,11270799,240311,24511,215800,6993
Iowa,1977,16142524,13339270,13936811,11133557,8469267,15709233,26604,15682629,5893373,5480435,323861,3941479,3718812,222667,1708161,1610331,267516,1342815,97830,243732,89077,154656,151292,3364,1125788,1011609,114179,158864,151523,7341,966924,860086,106838,964996,858158,106838,1928,113404,46985,66420,1411354,887738,480714,436463,44251,42902
Iowa,1978,16175272,13303575,13968419,11096722,8362243,15617828,26806,15591022,5715774,5227403,387421,3752830,3574860,177970,1733241,1528236,273177,1255060,205005,229703,100950,128753,124307,4446,1243140,1121803,121337,183143,175254,7888,1059997,946548,113448,1028843,915427,113416,31154,106803,38410,68393,1482956,976979,465448,419662,45786,40529
Iowa,1979,16188336,13579151,13856458,11247273,8468555,15760217,28537,15731680,5863363,5344534,424698,3848728,3604575,244154,1787761,1618859,285011,1333847,168902,226874,94131,132743,121101,11642,1252752,1142918,109834,197165,190381,6784,1055588,952537,103050,1008677,905931,102747,46910,87879,48869,39010,1432866,945724,462689,408201,54488,24453
Iowa,1980,15862737,13229285,13653379,11019927,8104535,15912947,27174,15885774,5846718,5351435,399771,3898305,3634247,264058,1727581,1601901,287412,1314489,125679,220831,95512,125320,115287,10033,1455874,1322569,133305,201628,193422,8206,1254246,1129147,125098,1032810,907712,125098,221435,114076,52630,61446,1582917,1167217,397475,370210,27266,18225
Iowa,1981,15568953,12975062,13454297,10860406,7896507,15334364,24080,15310284,5437379,4958847,396236,3551096,3300346,250750,1692427,1549338,271477,1277861,143089,193856,82296,111560,109163,2396,1237153,1125844,111309,184691,180675,4015,1052462,945169,107294,1027702,920421,107281,24760,127778,54292,73486,1553168,1153717,373963,345909,28054,25488
Iowa,1982,15864656,13592886,13596707,11324938,8090535,15436534,28083,15408451,5396049,4929170,373445,3426163,3213241,212922,1753346,1609849,300078,1309771,143497,216540,93434,123106,106080,17026,1348990,1226522,122468,206853,202911,3942,1142137,1023611,118526,1134918,1016913,118005,7219,101655,52048,49607,1561168,1231936,318119,296060,22059,11114
Iowa,1983,16272333,13996613,13639139,11363418,8096189,16129323,29315,16100008,5466788,5078051,294570,3476449,3325848,150601,1774831,1640324,249046,1391278,134507,215507,94167,121340,111879,9462,1451610,1357396,94214,217987,214719,3267,1233624,1142677,90947,1228076,1137184,90892,5547,106332,71353,34979,1624349,1285724,330891,309026,21865,7734
Iowa,1984,16513666,14125673,14182808,11794815,8449371,16077561,30773,16046788,5602206,5153573,357512,3467550,3311880,155669,1926757,1731141,253567,1477574,195615,207900,91120,116779,110552,6228,1445719,1331680,114040,270149,220275,49874,1175570,1111404,64166,1171865,1107700,64166,3705,120685,89368,31316,1711452,1323734,381823,359515,22308,5895
Iowa,1985,17057210,14536297,14544887,12023974,8455438,16579238,33396,16545842,5684895,5168724,414927,3509248,3306566,202683,1960164,1750644,260153,1490491,209520,215483,101243,114240,111515,2725,1453527,1341289,112237,314219,259327,54893,1139307,1081963,57344,1138162,1081075,57087,1145,138122,103836,34286,1715701,1334309,375300,351265,24034,6093
Iowa,1986,18385188,15841254,15289813,12745879,8739126,16922283,31945,16890337,5778812,5202041,470939,3512415,3299086,213328,2044412,1789269,290117,1499152,255144,221985,105832,116153,113686,2467,1472496,1409981,62515,275322,260719,14604,1197174,1149262,47912,1196343,1148432,47912,830,194103,106614,87489,1811614,1426406,382404,360426,21978,2805
Iowa,1987,18405109,15855298,15746713,13196902,9096952,16581067,19441,16561625,5859688,5303164,445181,3460995,3286954,174041,2194556,1925753,311498,1614255,268804,204137,111344,92793,90457,2337,1461179,1367578,93601,265981,249206,16775,1195198,1118372,76826,1193343,1116523,76820,1855,149496,113286,36210,1792610,1429968,357228,352340,4888,5414
Iowa,1988,18810881,16309653,16093809,13592580,9422754,16626041,24144,16601897,6084439,5527751,431295,3722507,3540237,182271,2137220,1890564,266150,1624414,246656,224711,125393,99319,96951,2368,1390679,1298046,92633,300072,275617,24455,1090607,1022429,68178,1089783,1021619,68164,823,128803,108912,19891,1797066,1468033,322932,315529,7403,6101
Iowa,1989,19270734,16591641,16501821,13822728,9548215,17536465,25523,17510942,6275124,5695006,442971,3888277,3668287,219990,2142001,1920270,248935,1671335,221731,244846,137147,107699,106449,1250,1685491,1553467,132024,322603,308409,14194,1362888,1245058,117830,1360638,1242822,117817,2250,133605,110272,23333,1801710,1510133,287995,286209,1785,3582
Iowa,1990,19061177,16382892,16510680,13832396,9474754,17620961,30598,17590363,6225479,5625570,457931,3775833,3525233,250600,2183315,1977458,267924,1709535,205857,266331,141978,124353,122879,1474,1730255,1627975,102280,334025,322232,11793,1396230,1305742,90487,1393647,1303160,90487,2582,106774,87245,19529,2174240,1694033,280121,278059,2062,200086
Iowa,1991,19242570,16442957,16735852,13936239,9471366,18333108,33470,18299639,6434664,5763002,528906,3988871,3660282,328589,2190390,1990946,209278,1781668,199444,255402,142755,112647,111774,874,1796439,1672338,124102,335783,325728,10055,1460656,1346610,114047,1457759,1343712,114047,2897,128844,107697,21147,2208205,1922457,278180,276156,2024,7568
Iowa,1992,19848522,16905037,17403074,14459590,9725757,18913544,35723,18877821,6441683,5733206,536579,4059003,3699415,359588,2113388,1936880,204946,1731934,176508,269292,171897,97395,96912,483,1874311,1741930,132382,336208,329136,7072,1538103,1412794,125310,1531393,1406084,125310,6710,148738,122707,26031,2371898,2083445,284182,278729,5453,4271
Iowa,1993,20647661,17417047,18082617,14852004,10179634,19480567,43547,19437020,6685406,5972758,535711,4185284,3816261,369023,2216134,2050348,215994,1834354,165786,283989,176938,107051,106149,902,1893098,1781139,111959,366072,359749,6323,1527026,1421390,105636,1520055,1414419,105636,6971,152168,115321,36847,2607738,2322399,277489,272734,4755,7850
Iowa,1994,21640885,18147782,18764292,15271189,10390606,19668712,47728,19620984,6788253,6093373,509439,4106289,3790089,316200,2383259,2194376,241896,1952480,188883,298705,185441,113264,108908,4357,1946423,1827308,119115,426691,402899,23793,1519732,1424410,95322,1511548,1416226,95322,8184,194418,131036,63382,2531316,2249104,276162,271026,5135,6050
Iowa,1995,22067071,18463298,19506891,15903118,10897542,20634604,53915,20580688,6845969,6237617,416288,4167597,3904015,263582,2347064,2196172,243463,1952709,150891,331307,192063,139244,137429,1815,1987594,1883627,103967,460782,445163,15619,1526813,1438465,88348,1518416,1430068,88348,8397,201681,149811,51870,2659897,2401592,250199,245202,4997,8106
Iowa,1996,21632327,18153819,19207075,15728567,10548087,20343163,54473,20288690,6998618,6351696,444234,4291804,4000848,290955,2358712,2206737,248981,1957756,151975,348102,202688,145414,144111,1304,2022252,1890000,132252,449263,416778,32484,1572989,1473222,99768,1560968,1461200,99768,12022,200525,147772,52753,2702855,2487499,211240,206326,4914,4116
Iowa,1997,21648109,18410354,19198311,15960555,10625671,20878184,52290,20825894,7240317,6421638,601853,4376579,3955349,421230,2491787,2312201,270675,2041526,179587,371951,216826,155126,154089,1037,2125650,1999620,126030,473920,449817,24103,1651729,1549803,101926,1649666,1547740,101926,2063,203520,171460,32060,2662996,2475868,181728,176883,4845,5400
Iowa,1998,22419659,18978588,19899816,16458745,10845664,22003480,44039,21959442,7938530,7037990,692772,4826653,4352852,473801,2629920,2416918,279583,2137335,213003,481956,207768,274188,268220,5968,2193374,2064846,128529,476046,464239,11807,1717328,1600606,116721,1715052,1598331,116721,2276,188849,149837,39012,2896646,2736326,158457,152789,5668,1863
Iowa,1999,24569352,20874107,20363600,16668356,10916283,22959379,50584,22908794,8097723,7122297,761532,4913304,4429337,483967,2759649,2488606,288973,2199633,271043,424770,213894,210875,204354,6522,2303704,2165765,137939,501105,488744,12360,1802600,1677020,125579,1800414,1674835,125579,2185,147215,111853,35362,2955794,2812417,135720,130300,5420,7657
Iowa,2000,23701711,19730186,20830739,16859213,11135842,23777211,49564,23727647,8209322,7238256,746122,4984016,4497775,486241,2796748,2542104,309266,2232838,254645,428558,224945,203613,198377,5236,2309820,2210313,99507,514729,497916,16813,1795091,1712397,82694,1792456,1709761,82694,2636,181957,148780,33177,3108770,2987123,118682,113742,4940,2965
Iowa,2002,23189725,18412185,22227647,17450107,10975263,25419426,55719,25363707,8520801,7328444,943766,5011276,4414874,596401,3067028,2720602,284328,2436274,346426,442497,248590,193907,192968,939,2484434,2411512,72922,570958,561331,9627,1913476,1850181,63295,1910203,1846908,63295,3273,199223,164129,35094,3533846,3416070,116730,109866,6864,1046
Iowa,2004,28287163,22886557,23082298,17681692,11316022,25890545,60304,25830241,8807573,7565427,1011635,5302397,4633605,668792,3095894,2756169,289021,2467147,339725,409283,230511,178772,175654,3118,2674116,2510469,163647,467729,461465,6264,2206387,2049004,157384,2204105,2046721,157384,2282,176238,169455,6783,3865390,3754475,106142,103683,2459,4773
Iowa,2005,28160650,22844465,23515313,18199129,11777928,26076079,69297,26006782,8809707,7568859,1008589,5312867,4659567,653299,3074825,2727929,367523,2360405,346897,422015,232258,189757,181364,8393,2697550,2505407,192143,469581,466569,3012,2227968,2038838,189131,,,,,191359,171451,19908,3927478,3818962,101797,99281,2516,6720
Iowa,2006,29199695,23896063,24262599,18958967,12054671,27162801,137863,27024938,9146144,7850352,1060015,5480796,4783866,696930,3250324,2892567,372607,2519960,357757,415024,235777,179248,173919,5328,2772763,2612104,160659,522009,511911,10098,2250754,2100193,150561,,,,,213675,171743,41932,4150018,4049902,92841,89700,3141,7275
Iowa,2007,31597388,26386423,24963730,19752764,12472928,27718265,0,27718265,9258238,7897629,1111995,5608706,4868389,740317,3233248,2865675,392357,2473318,367573,416284,248614,167670,163565,4105,3011157,2810382,200774,544461,538301,6159,2466696,2272081,194615,,,,,190729,176377,14352,4124816,3833495,284029,98947,185082,7292
Iowa,2008,27477865,22179758,25462231,20164124,12685772,28426871,0,28426871,9566217,8225585,1079372,5714650,4974479,740171,3402149,3077106,400277,2676829,325043,449418,261260,188158,174000,14158,3187132,2993405,193727,559526,556171,3355,2627606,2437234,190372,,,,,180392,171221,9171,4282260,3987637,282581,87596,194985,12041
Iowa,2009,25219645,18646124,27608338,21034817,13254767,31283100,0,31283100,10197182,8600261,1326044,5996431,5253641,742789,3741775,3169742,431480,2738262,572033,458977,270876,188100,176878,11222,3663205,3407374,255830,593959,588914,5046,3069245,2818460,250785,,,,,235495,224324,11170,4658168,4361538,287646,82036,205610,8984
Iowa,2010,33754949,26141569,28372103,20758723,13063133,32105514,0,32105514,10085662,8533723,1281892,6119867,5237829,882038,3523888,3126895,450003,2676892,396993,441907,270046,171861,168999,2862,3495007,3244866,250141,584984,577620,7364,2910023,2667247,242777,,,,,277576,267537,10039,5000259,4700019,294783,84952,209831,5457
Iowa,2011,36478612,28661227,29130078,21312694,13399914,31950901,0,31950901,10153688,8534860,1337653,6058649,5146699,911949,3659646,3235331,477222,2758109,424314,435394,281176,154218,152829,1389,3380382,3103783,276599,574740,566519,8221,2805642,2537264,268378,,,,,317746,307302,10444,5086575,4798207,282928,87358,195570,5440
Iowa,2012,32916377,25957142,28992295,22033060,13999562,32832097,0,32832097,10119528,8459810,1380725,6095359,5165651,929708,3597225,3148909,470295,2678614,448317,426943,278993,147951,145250,2701,3825453,3487229,338225,619646,608854,10792,3205807,2878374,327433,,,,,256790,247191,9600,5213222,4933275,271921,80714,191207,8025
Iowa,2013,34340820,27701933,28563877,21924991,13979397,32184638,0,32184638,10138976,8585150,1249146,6065387,5267934,797453,3616599,3166064,459887,2706178,450534,456990,304680,152310,151151,1159,3674788,3345793,328995,446975,439172,7804,3227812,2906621,321191,,,,,217087,201280,15807,5321023,5047388,262863,68254,194609,10773
Iowa,2014,36225693,29536080,28743372,22053759,13772424,32780143,0,32780143,10444774,8772324,1354919,6189017,5386748,802268,3793127,3241709,473609,2768100,551418,462630,317530,145100,143867,1233,3780397,3452177,328220,428310,422660,5650,3352087,3029517,322570,,,,,207330,195999,11330,5528919,5249249,256691,74245,182446,22978
Iowa,2015,34855616,27832525,30551857,23528766,14858540,34069718,0,34069718,10833260,9079755,1416624,6401072,5558398,842674,3945339,3372730,492020,2880710,572609,486849,336881,149968,148627,1341,3879469,3540616,338853,439970,434303,5667,3439499,3106313,333186,,,,,160519,150099,10420,6182475,5917974,245654,71835,173819,18847
Kansas,1977,12256376,10114051,10864898,8722574,6605812,12274180,3606,12270573,4312661,3905481,374483,2832611,2594096,238515,1370619,1241242,134415,1106826,129378,109431,32697,76733,70143,6590,1034528,749118,285410,144909,135370,9539,889619,613749,275871,881824,605954,275871,7795,104514,30206,74308,1159263,872528,283646,283231,415,3090
Kansas,1978,12665909,10619554,11163708,9117353,6808989,12450438,4664,12445774,4412580,3919032,462899,2950007,2634677,315331,1388989,1242863,132032,1110832,146125,73584,30649,42936,41493,1443,1193784,764907,428877,144911,138179,6732,1048873,626728,422145,738370,621450,116920,310503,81611,27053,54558,1089184,801935,285696,254939,30758,1552
